subscription_id,user_id,plan_name,billing_cycle,price_amount,currency,status,start_date,end_date,payment_method,auto_renew,cancel_reason,created_at,updated_at
s02085,U000623,Starter,monthly,19,CAD,trialing,2025-05-09,,card,0,low usage,05/09/2025,2025-08-16
S02540,U002493,Trial,,0,EUR,paused,2024-03-17,06/20/2024,card,FALSE,onboarding difficulty,2024-03-17,09/28/2024
S01831,U000190,Business,,99,GBP,paused,11-02-2025,26-02-2025,,,N/A,2025-02-11 0:00,25-06-2025
S03219,U000219,Trial,ANNUAL,0,CAD,ACTIVE,2023-01-15,,,,onboarding difficulty,2023-01-15 0:00,2023-07-24
S00867,u001764,Trial,Monthly,0,CAD,canceled,04/13/2025,05/31/2025,CARD,,switched competitor,13-04-2025,22-07-2025
S03444,U000490,Trial,ANNUAL,0,usd,ACTIVE,2023-08-06,,,0,onboarding difficulty,2023-08-06,2024-01-02 0:00
s01258,U000312,Business,annual,120,,canceled,06-10-2023,2024-10-14 0:00,paypal,0,low usage,2023-10-06 0:00,2023-11-26
S02839,U000759,Free,ANNUAL,0,,CANCELLED,07-10-2024,27-11-2024,invoice,,performance issues,07-10-2024,01/28/2025
S03596,U001075,Enterprise,monthly,,,past_due,01-10-2023,,wire,,,01-10-2023,2024-04-17
S00665,U000819,Free,ANNUAL,0,,past_due,26-06-2024,,paypal,1,performance issues,26-06-2024,11-07-2024
S01317,U002250,Enterprise,,custom,GBP,paused,24-07-2024,2024-09-03,,TRUE,,2024-07-24 0:00,2024-10-11 0:00
S01996,U001983,Free,annual,0,EUR,past_due,2023-01-27 0:00,,,,low usage,27-01-2023,2023-02-12
S03782,U002149,Trial,monthly,0,EUR,ACTIVE,05-04-2023,,paypal,FALSE,too expensive,2023-04-05,2023-05-29
S02938,U002577,Free,annual,0,CAD,CANCELLED,14-04-2024,2024-06-23,wire,,,2024-04-14 0:00,15-05-2024
S03196,u001854,Free,Monthly,0,,CANCELLED,2024-04-01,2024-07-23 0:00,,TRUE,low usage,04/01/2024,08/28/2024
S01059,U002591,Trial,,0,EUR,CANCELLED,15-12-2024,07/09/2025,CARD,0,,12/15/2024,2025-02-14
S04015,u000618,Trial,,0,EUR,ACTIVE,27-04-2023,,paypal,TRUE,switched competitor,2023-04-27,2023-07-01 0:00
S02551,U000334,Starter,,19,USD,CANCELLED,06/07/2025,2026-01-12,paypal,,too expensive,2025-06-07,2025-07-24
S01189, U001658 ,Free,,0,GBP,CANCELLED,03/30/2023,04/05/2024,invoice,TRUE,switched competitor,2023-03-30 0:00,20-05-2023
S03095,U000471,Business,,120,GBP,active,2024-03-28,,paypal,FALSE,performance issues,2024-03-28 0:00,15-06-2024
S00152,U002389,Enterprise,annual,custom,EUR,past_due,01-06-2025,,CARD,1,,06/01/2025,07/18/2025
S01354,U000887,Starter,annual,,,CANCELLED,01/12/2024,2024-04-22,card,TRUE,too expensive,01/12/2024,2024-05-20 0:00
S01009,U002304,Free,monthly,0,EUR,canceled,06/15/2023,23-08-2023,paypal,TRUE,too expensive,15-06-2023,2023-07-13 0:00
S00170,U001818,Enterprise,,399,GBP,past_due,2024-02-29 0:00,,card,,,02/29/2024,2024-03-15
S00587,U002435,Trial,Monthly,0,USD,paused,2024-10-31,23-08-2025,wire,FALSE,,10/31/2024,03/20/2025
S04064,U001155,Starter,,19,CAD,CANCELLED,2024-03-07,05/26/2024,,TRUE,onboarding difficulty,07-03-2024,2024-04-29
S00048,U001918,Trial,Monthly,0,CAD,active,12/11/2024,,,FALSE,switched competitor,2024-12-11,06/03/2025
S03323,U001816,Starter,ANNUAL,20,,CANCELLED,02/07/2024,23-06-2024,paypal,FALSE,,2024-02-07,02/15/2024
S03582,U002153,Pro,,50,CAD,paused,2025-05-07,2026-01-11 0:00,invoice,1,N/A,05/07/2025,2025-10-06
S02881,U001920,Free,,0,,paused,20-09-2024,31-07-2025,invoice,FALSE,N/A,20-09-2024,03/31/2025
S02175,U000139,Enterprise,monthly,399,EUR,canceled,28-04-2024,2024-09-21 0:00,CARD,TRUE,onboarding difficulty,2024-04-28 0:00,2024-09-27
S02297,U002493,Pro,ANNUAL,49,GBP,past_due,21-10-2023,,,TRUE,performance issues,21-10-2023,11/11/2023
S01887, U001529 ,Trial,annual,0,usd,paused,2023-07-03,12/15/2023,,0,,07/03/2023,28-11-2023
S02814,U000557,Business,,149,,trialing,01/10/2025,,paypal,FALSE,switched competitor,10-01-2025,07/10/2025
S01255,U001015,Business,Monthly,149,USD,CANCELLED,2023-08-20,2024-08-29 0:00,invoice,TRUE,missing features,2023-08-20 0:00,2023-10-18
S00036,U000571,Business,annual,99,usd,ACTIVE,11/25/2024,,wire,TRUE,,2024-11-25,2025-05-17
S03316,U000821,Trial,monthly,0,,ACTIVE,2023-08-01,,card,FALSE,missing features,2023-08-01,2023-09-10 0:00
S02327,U000511,Enterprise,annual,custom,CAD,canceled,02/26/2025,2025-05-13,invoice,FALSE,missing features,02/26/2025,2025-06-02
S03100,USR-001178,Business,,149,CAD,CANCELLED,03/05/2025,04/13/2025,card,0,onboarding difficulty,05-03-2025,27-03-2025
S01678,U000054,Trial,,0,,active,2023-02-19 0:00,,paypal,FALSE,N/A,2023-02-19,06-05-2023
S00677,U001073,Pro,,50,CAD,paused,2024-07-06,2024-10-20,paypal,FALSE,low usage,07/06/2024,12/19/2024
S02491,U001047,Enterprise,monthly,499,USD,past_due,2025-06-02,,,TRUE,too expensive,06/02/2025,2025-10-29 0:00
S01367,U000490,Business,ANNUAL,120,usd,trialing,2025-05-16 0:00,,card,,,2025-05-16,10/16/2025
S02819,U001753,Free,ANNUAL,0,CAD,paused,12/29/2023,10/19/2024,card,TRUE,too expensive,2023-12-29 0:00,05/23/2024
S03720,U001011,Business,,149,USD,past_due,12-06-2024,,card,1,,06/12/2024,08/20/2024
S03726,u000366,trial,,0,,trialing,2024-01-03,,CARD,TRUE,N/A,2024-01-03 0:00,2024-04-10
S03647,U001248,Enterprise,Monthly,,CAD,canceled,2024-03-18 0:00,2024-07-06,CARD,TRUE,onboarding difficulty,03/18/2024,06/06/2024
S02803,U002566,Business,,99,CAD,ACTIVE,13-09-2024,,,TRUE,onboarding difficulty,09/13/2024,2025-01-31
S02080,U002228,Enterprise,annual,custom,CAD,canceled,30-08-2023,0000-00-00,card,1,switched competitor,30-08-2023,2023-11-20
S01705,U001479,Enterprise,,499,usd,canceled,07/21/2023,2024-08-14 0:00,,FALSE,,2023-07-21,2023-08-06 0:00
S00699,U002200,Starter,monthly,19,EUR,ACTIVE,04/12/2023,,CARD,TRUE,too expensive,2023-04-12,2023-05-28 0:00
S03410,U001032,Pro,ANNUAL,49,USD,canceled,2025-04-09,2025-12-06,invoice,0,onboarding difficulty,2025-04-09,2025-07-12 0:00
S03281,U000775,Pro,ANNUAL,49,CAD,active,2023-09-15,,card,,too expensive,2023-09-15,2023-12-27
S00277,U001641,Starter,annual,25,GBP,active,2025-03-27,,,,switched competitor,27-03-2025,06/09/2025
S02547,U002168,Trial,monthly,0,usd,paused,2023-11-25,2024-12-20,,,switched competitor,25-11-2023,12/11/2023
S04307,U001954,Trial,,0,USD,canceled,2024-08-13 0:00,29-08-2025,paypal,1,too expensive,08/13/2024,11/06/2024
S03046,U002046,Trial,monthly,0,,trialing,10/15/2023,,wire,,too expensive,2023-10-15 0:00,2024-04-09
S02634,U001529,Business,ANNUAL,120,,CANCELLED,2024-02-27,2024-12-03,CARD,FALSE,,27-02-2024,08/09/2024
S01189,U002367,Free,monthly,0,EUR,ACTIVE,07-06-2023,,wire,1,switched competitor,2023-06-07,2023-08-09 0:00
S02980,U001189,Pro,Monthly,49,,paused,20-03-2024,2025-03-08 0:00,wire,FALSE,,2024-03-20,07/19/2024
S02599,U002015,Enterprise,monthly,299,GBP,past_due,2024-06-16,,paypal,TRUE,,2024-06-16,2024-12-03
 S00326,U001734,Business,monthly,120,CAD,active,06/06/2024,,invoice,TRUE,,2024-06-06,30-06-2024
S02138,U000157,Trial,monthly,0,,active,2023-07-26,,,,onboarding difficulty,2023-07-26 0:00,2023-12-28
S02265,u000685,Starter,ANNUAL,20,,canceled,2024-03-21 0:00,26-08-2024,wire,,low usage,2024-03-21 0:00,05-05-2024
S01574,U001715,Enterprise,annual,399,usd,active,29-03-2025,,,FALSE,,2025-03-29,2025-04-11
S01478,U000879,Pro,,50,EUR,canceled,2023-12-09,09-10-2024,card,FALSE,missing features,09-12-2023,17-03-2024
S01936,U000560,Free,,0,USD,ACTIVE,21-10-2024,,CARD,FALSE,performance issues,2024-10-21,21-02-2025
S01142,U002295,Enterprise,,299,usd,ACTIVE,28-06-2023,,paypal,1,performance issues,06/28/2023,2023-10-30
S01984,U000113,Enterprise,Monthly,custom,CAD,CANCELLED,03/02/2025,2025-04-15,,FALSE,low usage,03/02/2025,06/14/2025
S00592,U002438,Starter,,20,GBP,past_due,01-05-2024,,,1,missing features,2024-05-01 0:00,07/15/2024
S02322,U000431,Starter,,25,GBP,canceled,06/11/2025,02/03/2026,card,1,,2025-06-11,03-07-2025
S02089,U000941,Business,ANNUAL,99,,ACTIVE,2024-12-19,,CARD,1,N/A,12/19/2024,09-01-2025
S01864,U002137,Business,monthly,120,,past_due,03-03-2023,,,FALSE,too expensive,03/03/2023,2023-05-28
S04028,U000097,Free,Monthly,0,,ACTIVE,2025-01-26,,wire,,too expensive,2025-01-26,03/07/2025
S03838,U001044,Enterprise,Monthly,custom,,past_due,2023-11-02,,card,1,N/A,02-11-2023,2024-05-17 0:00
S03011,U000307,Free,annual,0,USD,canceled,2024-09-13 0:00,21-05-2025,,,low usage,09/13/2024,11/22/2024
S03767,U001780,Free,,0,,canceled,2024-04-04,22-08-2024,paypal,FALSE,onboarding difficulty,2024-04-04,30-09-2024
S03162,U002304,Trial,monthly,0,CAD,paused,2024-03-21,2024-08-04,invoice,0,too expensive,03/21/2024,2024-05-14 0:00
S00171,U000886,Business,,149,GBP,CANCELLED,2023-08-09,01/31/2024,paypal,TRUE,switched competitor,2023-08-09,2023-11-03 0:00
S03662,U001917,Trial,monthly,0,CAD,CANCELLED,2023-11-15 0:00,2024-12-15,wire,FALSE,low usage,15-11-2023,05/16/2024
 S04480,U000242,Enterprise,monthly,,CAD,CANCELLED,14-06-2025,2026-06-02 0:00,card,0,switched competitor,14-06-2025,13-10-2025
S03051,U000608,Enterprise,ANNUAL,299,,active,2023-08-30 0:00,,wire,,too expensive,2023-08-30,2023-11-17
S02072,U000588,Enterprise,ANNUAL,custom,,trialing,01/04/2023,,card,0,low usage,2023-01-04,05/14/2023
S02928,U001297,Business,Monthly,149,GBP,ACTIVE,21-01-2025,,,,N/A,21-01-2025,07-02-2025
s00596,U000331,Pro,,50,usd,CANCELLED,2023-03-17,09-09-2023,wire,FALSE,N/A,17-03-2023,2023-05-11
S02440,u000027,Enterprise,Monthly,399,,canceled,2023-12-14,2024-05-16,,1,switched competitor,2023-12-14,22-05-2024
S02558,U002424,Trial,ANNUAL,0,EUR,ACTIVE,01/23/2025,,CARD,TRUE,low usage,23-01-2025,05/15/2025
S03814,U001010,Starter,monthly,,GBP,paused,2024-11-21 0:00,10/23/2025,wire,FALSE,low usage,11/21/2024,01/02/2025
S03928,U000666,Free,Monthly,0,CAD,canceled,2023-12-24 0:00,2024-04-03,,FALSE,performance issues,12/24/2023,02/26/2024
S02098,U001579,Free,monthly,0,usd,ACTIVE,2025-04-13,,card,FALSE,,2025-04-13 0:00,01-09-2025
S04350,U001365,Enterprise,ANNUAL,custom,USD,active,2025-01-15,,CARD,,missing features,01/15/2025,04/22/2025
S00512, U002136 ,Free,,0,,past_due,10/10/2024,0000-00-00,invoice,0,performance issues,10/10/2024,2024-10-25 0:00
S04115,U002328,Trial,ANNUAL,0,CAD,canceled,2025-03-19 0:00,01/08/2026,invoice,0,N/A,03/19/2025,2025-09-08
S01008,U001513,Trial,annual,0,EUR,trialing,2023-05-14 0:00,,,1,performance issues,2023-05-14 0:00,06/15/2023
S02227,U002024,Enterprise,annual,299,GBP,trialing,09/16/2023,,card,1,low usage,2023-09-16 0:00,01/30/2024
S00202, u000042 ,Starter,,19,usd,CANCELLED,02-07-2024,12/18/2024,paypal,FALSE,,2024-07-02,07/29/2024
S00769,U002033,Pro,,49,EUR,CANCELLED,2024-01-30 0:00,10-08-2024,,TRUE,missing features,2024-01-30 0:00,05/30/2024
S01901,U001262,Trial,monthly,0,usd,paused,07/16/2023,2024-01-23,,1,onboarding difficulty,07/16/2023,2023-12-16 0:00
S02616,U001560,Free,annual,0,,CANCELLED,03/14/2024,15-07-2024,wire,0,,03/14/2024,22-09-2024
S02702,U001730,Enterprise,annual,399,USD,ACTIVE,03/10/2024,,,FALSE,N/A,03/10/2024,18-07-2024
S02755,U002083,Pro,monthly,50,CAD,paused,2023-10-28,01/08/2024,CARD,TRUE,too expensive,2023-10-28 0:00,11-05-2024
S03908,U001166,Free,monthly,0,usd,canceled,03/19/2025,20-07-2025,card,TRUE,switched competitor,2025-03-19 0:00,2025-04-27 0:00
S00237,U001710,Trial,ANNUAL,0,EUR,canceled,29-04-2023,2023-08-12,wire,,,29-04-2023,2023-08-17 0:00
S03361,U000619,Pro,ANNUAL,59,usd,trialing,06/27/2024,,,,onboarding difficulty,06/27/2024,29-09-2024
S04242,U000615,Business,annual,120,USD,paused,05-06-2023,05/10/2024,invoice,TRUE,low usage,05-06-2023,2023-06-24
S03043,u002386,business,,99,GBP,trialing,05/11/2025,,invoice,FALSE,onboarding difficulty,2025-05-11,2025-09-20
S00525,u002158,Free,annual,0,CAD,trialing,2024-08-12,,card,TRUE,missing features,08/12/2024,18-01-2025
S04480,u002129,pro,Monthly,49,CAD,active,2025-05-26,,wire,,N/A,26-05-2025,26-09-2025
S00182,U001323,Starter,ANNUAL,25,,trialing,08/26/2023,,,TRUE,N/A,2023-08-26 0:00,19-11-2023
S00037,U000235,Pro,Monthly,50,,canceled,2024-03-15,2025-04-02,wire,TRUE,missing features,15-03-2024,2024-06-25
S03962,U001599,Starter,,19,CAD,canceled,01/13/2024,2024-07-09 0:00,invoice,FALSE,,2024-01-13,06/19/2024
s03759,U002581,Starter,annual,19,EUR,canceled,2024-03-24,09/11/2024,CARD,FALSE,performance issues,2024-03-24 0:00,03-06-2024
S00007,U002535,Starter,monthly,,EUR,CANCELLED,09-12-2024,2025-01-03,card,TRUE,missing features,12/09/2024,2025-05-20 0:00
 s02680,U001399,Trial,,0,,CANCELLED,2023-03-08,2023-10-14,wire,TRUE,onboarding difficulty,03/08/2023,2023-05-08
S01505,U000394,Trial,annual,0,GBP,active,03-02-2024,,paypal,,switched competitor,2024-02-03,10-02-2024
S01607,U000064,Business,,149,usd,active,2024-11-17,,,0,N/A,2024-11-17 0:00,2025-04-20
S00625,u000808,Starter,monthly,19,USD,canceled,10-07-2023,0000-00-00,,FALSE,low usage,2023-07-10,2023-10-10
S03942,U000872,Free,ANNUAL,0,EUR,CANCELLED,2025-05-16 0:00,01/03/2026,,TRUE,,2025-05-16 0:00,2025-11-18
S04196,U002182,Trial,annual,0,GBP,ACTIVE,01/18/2023,,wire,1,missing features,01/18/2023,03-07-2023
S03921,U002509,Free,Monthly,0,GBP,past_due,21-04-2023,,card,FALSE,missing features,2023-04-21,04-06-2023
S00093,U000788,Starter,ANNUAL,25,GBP,trialing,2023-11-20,,,FALSE,too expensive,2023-11-20 0:00,18-03-2024
s02649,U002190,Free,monthly,0,GBP,ACTIVE,2024-08-12,,wire,FALSE,switched competitor,2024-08-12,11/01/2024
S03593,U001908,Free,monthly,0,USD,trialing,2023-02-26,,,TRUE,missing features,2023-02-26,03/25/2023
S03440,U001884,Pro,,49,CAD,past_due,2023-01-01,,wire,,low usage,01/01/2023,2023-04-11
S04325,U000490,Trial,,0,USD,CANCELLED,2024-01-27 0:00,14-09-2024,,TRUE,missing features,27-01-2024,16-06-2024
S00134,U001709,Free,,0,,past_due,30-12-2024,,,FALSE,onboarding difficulty,2024-12-30 0:00,05/13/2025
S00406,U000393,Trial,annual,0,USD,CANCELLED,06-08-2023,08/27/2024,invoice,0,too expensive,2023-08-06 0:00,2023-12-20 0:00
S04459,U000791,Business,annual,99,,past_due,29-06-2024,,CARD,,onboarding difficulty,2024-06-29 0:00,2024-10-27 0:00
S02277,U002108,Business,Monthly,99,usd,active,25-11-2023,,,TRUE,switched competitor,25-11-2023,2024-05-28
S02326,U001065,Pro,monthly,49,CAD,trialing,23-01-2023,,card,TRUE,,01/23/2023,2023-07-24
S01532,u001374,Starter,,19,CAD,past_due,10-09-2024,,paypal,FALSE,too expensive,2024-09-10 0:00,2025-01-19
S03937,U002518,Starter,annual,19,CAD,canceled,2025-05-26,2025-08-05,card,FALSE,,05/26/2025,12/09/2025
S01652,U001028,Pro,,49,,active,2024-03-28 0:00,,card,FALSE,N/A,2024-03-28,10/13/2024
s00293,U001597,Trial,Monthly,0,,trialing,16-06-2023,,,,low usage,16-06-2023,11/18/2023
S04371,U000062,Starter,monthly,25,CAD,canceled,2023-03-25,2023-11-23,wire,,N/A,25-03-2023,06/25/2023
S00287,U002152,Trial,ANNUAL,0,,ACTIVE,2023-12-11 0:00,,paypal,0,performance issues,2023-12-11,2023-12-28 0:00
S04386, U001405 ,Free,monthly,0,,ACTIVE,04/12/2024,,card,,low usage,2024-04-12,09/05/2024
S04070,U000079,Enterprise,,299,,paused,2024-07-24 0:00,24-10-2024,,FALSE,missing features,2024-07-24,2024-11-23
S01899,U001925,Business,,120,GBP,ACTIVE,2023-12-29,,,FALSE,too expensive,12/29/2023,20-06-2024
S04457,U000126,Starter,,25,GBP,ACTIVE,01/02/2025,,,TRUE,missing features,2025-01-02,2025-04-10
S04348,U001277,Starter,Monthly,,CAD,trialing,06/10/2025,,,TRUE,N/A,2025-06-10,2025-10-01
S01363, U001739 ,Starter,monthly,19,CAD,past_due,02/06/2025,,,,performance issues,2025-02-06 0:00,17-07-2025
S02888,U002179,Starter,,19,EUR,past_due,08-06-2025,,,TRUE,,06/08/2025,06-08-2025
S04260,u001145,Starter,Monthly,19,GBP,past_due,24-08-2023,,card,TRUE,switched competitor,2023-08-24,2023-12-07 0:00
S04051,U000550,Pro,,49,GBP,paused,2023-03-17 0:00,14-04-2024,,,low usage,2023-03-17 0:00,17-09-2023
S01330,USR-000952,Free,monthly,0,CAD,paused,03/23/2024,16-08-2024,paypal,FALSE,too expensive,2024-03-23 0:00,04/01/2024
S00852,U002147,Business,,99,GBP,CANCELLED,03/12/2025,2025-08-31,,FALSE,onboarding difficulty,12-03-2025,2025-08-31 0:00
S02254,U002065,Enterprise,,399,CAD,ACTIVE,05/29/2024,,card,FALSE,performance issues,05/29/2024,13-10-2024
s00786,U000018,Trial,,0,,trialing,2025-03-28,,CARD,FALSE,missing features,28-03-2025,29-03-2025
S00683,U002167,Starter,monthly,,USD,CANCELLED,2024-02-11 0:00,03/17/2024,,FALSE,performance issues,2024-02-11,2024-07-16
S01285,U000133,Trial,,0,GBP,CANCELLED,2024-05-09 0:00,2024-12-21,wire,FALSE,,2024-05-09 0:00,08/06/2024
S00429,U002037,Free,,0,,past_due,06/26/2024,,invoice,FALSE,missing features,26-06-2024,12/10/2024
S00423,U002593,Pro,,49,EUR,CANCELLED,26-07-2023,08-03-2024,CARD,FALSE,,26-07-2023,12/11/2023
S01260,U001116,Enterprise,,399,,past_due,2025-01-06,,CARD,TRUE,low usage,2025-01-06 0:00,2025-01-16
S00657,U001535,Free,annual,0,,past_due,2024-02-03 0:00,,,FALSE,N/A,03-02-2024,02/24/2024
S01937,U001880,Starter,ANNUAL,19,CAD,paused,2025-06-03,30-05-2026,paypal,TRUE,low usage,06/03/2025,10-10-2025
S01639,U001020,Trial,annual,0,EUR,paused,2023-05-25,2023-12-14 0:00,paypal,,low usage,2023-05-25 0:00,07/30/2023
S02494,U000581,Business,Monthly,99,GBP,canceled,2023-08-17 0:00,2023-11-20,,FALSE,low usage,17-08-2023,2023-11-08
S04338,U001235,Enterprise,ANNUAL,,GBP,ACTIVE,2024-02-09 0:00,,,FALSE,,09-02-2024,04/15/2024
S03967,U000188,Business,,120,USD,ACTIVE,2023-07-07,,card,0,N/A,2023-07-07,2023-10-23 0:00
S03897,U000159,Starter,monthly,,CAD,past_due,2024-09-16,,,0,N/A,2024-09-16,2025-03-18
S00455,U000921,Enterprise,Monthly,custom,,active,2023-09-21 0:00,,,,onboarding difficulty,09/21/2023,03/20/2024
S03854,U000525,Business,,99,GBP,paused,31-01-2023,2023-05-01 0:00,,TRUE,too expensive,2023-01-31,30-04-2023
S00545,U000682,Starter,,19,USD,CANCELLED,10/20/2023,2024-08-17,invoice,,switched competitor,20-10-2023,12/22/2023
S01341,U002037,Free,monthly,0,usd,canceled,03-05-2024,09/18/2024,,FALSE,missing features,03-05-2024,2024-05-23
S03652,U002405,Enterprise,,,EUR,active,2023-06-15 0:00,,,,onboarding difficulty,15-06-2023,09/17/2023
S01448,U002381,Business,annual,99,,CANCELLED,05/26/2024,2025-03-06,invoice,0,low usage,26-05-2024,2024-06-08
S02912,U001063,Free,annual,0,usd,trialing,10-01-2024,,,TRUE,too expensive,01/10/2024,2024-06-10
S04249,U000024,Pro,Monthly,49,CAD,canceled,07/30/2023,2024-08-29,CARD,,,07/30/2023,2023-11-01
S04135,U002425,Enterprise,,,,CANCELLED,2023-01-05,02-02-2023,paypal,,performance issues,01/05/2023,2023-03-12
S02263,U001766,Enterprise,monthly,499,usd,canceled,2023-04-12,08-04-2024,invoice,0,onboarding difficulty,12-04-2023,2023-05-13
S00254,U001853,Enterprise,Monthly,,,paused,2023-10-29 0:00,12-09-2024,paypal,FALSE,too expensive,10/29/2023,2024-03-08 0:00
S02503, U002344 ,Business,,120,EUR,trialing,2023-05-12,,invoice,,performance issues,2023-05-12,2023-09-04
S04397,U001482,Trial,monthly,0,EUR,CANCELLED,06-02-2023,2023-04-19,,FALSE,missing features,06-02-2023,2023-08-19
S04098,U000345,Enterprise,monthly,custom,EUR,active,06/02/2025,,card,TRUE,low usage,2025-06-02,2025-11-18
S00096,U001497,Starter,,19,,paused,05-12-2024,10-08-2025,paypal,,,2024-12-05 0:00,2025-03-23
S03486,U000929,Business,annual,99,GBP,CANCELLED,2024-04-07,2025-01-31,CARD,,,04/07/2024,2024-06-24
S03032,U001771,Pro,ANNUAL,59,EUR,CANCELLED,2023-08-08 0:00,01-12-2023,invoice,,,2023-08-08,2023-09-04
S01871,U001011,Business,Monthly,99,GBP,canceled,06/29/2024,06/20/2025,wire,,switched competitor,2024-06-29 0:00,2025-01-03
S03090,U000376,Business,,120,CAD,past_due,2023-02-08,,,1,performance issues,2023-02-08,04/28/2023
S01077,U000907,Trial,monthly,0,,trialing,2024-08-26,,invoice,0,N/A,08/26/2024,2024-12-06 0:00
S00588,U001283,Starter,annual,25,GBP,CANCELLED,2023-05-31,2023-08-06,,,performance issues,05/31/2023,09/21/2023
S01297,U000677,Starter,,25,GBP,trialing,2025-05-28,,card,FALSE,,28-05-2025,2025-08-20 0:00
 S02485,U001257,Enterprise,annual,499,CAD,trialing,05/28/2025,,,,missing features,28-05-2025,2025-09-14 0:00
S02983,U002345,Starter,,25,USD,paused,2024-04-20,2024-10-11 0:00,CARD,TRUE,too expensive,20-04-2024,2024-09-03
S03046,U001770,Free,monthly,0,,paused,25-12-2023,2024-10-02 0:00,,1,,25-12-2023,2023-12-31
S03720,U000803,Starter,ANNUAL,,CAD,canceled,01/04/2025,05/03/2025,wire,FALSE,switched competitor,2025-01-04,2025-03-10 0:00
S03505,U000548,Free,annual,0,usd,ACTIVE,10/31/2023,,paypal,FALSE,low usage,2023-10-31,12/17/2023
s04405,U000152,Starter,,19,usd,trialing,01/25/2025,,CARD,0,too expensive,2025-01-25 0:00,02/13/2025
s04122,U001033,Free,annual,0,,paused,2023-08-31,09/02/2024,wire,1,,2023-08-31,12/19/2023
S03898,U000423,Starter,,19,EUR,active,2024-07-26,,CARD,1,too expensive,2024-07-26 0:00,30-10-2024
S03165,u002475,Trial,monthly,0,GBP,CANCELLED,01-12-2023,12-05-2024,invoice,,too expensive,12/01/2023,2024-05-31 0:00
S02564,U000879,Trial,,0,EUR,CANCELLED,2024-06-25,07/30/2025,CARD,FALSE,,06/25/2024,12-08-2024
S03792,U001660,Business,Monthly,99,EUR,ACTIVE,26-02-2025,,,FALSE,switched competitor,02/26/2025,03/17/2025
S00087,U000421,Enterprise,Monthly,399,,CANCELLED,2024-11-04,11/12/2025,,TRUE,performance issues,2024-11-04,2025-04-23
S02461,U002474,Free,,0,USD,past_due,2024-10-20,,wire,TRUE,switched competitor,10/20/2024,01/07/2025
S02221,U001911,Business,Monthly,99,,active,2024-10-16 0:00,,CARD,1,,10/16/2024,11/09/2024
S02167,U000988,enterprise,Monthly,299,,past_due,2023-03-15,,,FALSE,performance issues,2023-03-15 0:00,01-09-2023
S02910,U002205,Business,Monthly,99,CAD,paused,10/11/2024,01/10/2025,card,TRUE,switched competitor,10/11/2024,2025-01-25
S01598,U001083,Business,,99,usd,canceled,2024-12-22 0:00,01/31/2025,,,performance issues,22-12-2024,2025-04-07
S02545,U002541,Free,annual,0,,trialing,04/25/2024,,,FALSE,too expensive,2024-04-25,2024-07-03 0:00
S01417,USR-001412,Free,,0,,paused,2023-06-23,2023-09-06,,0,performance issues,06/23/2023,10/25/2023
S03996,U001630,Business,annual,99,,paused,07/07/2024,2024-10-25,,,onboarding difficulty,2024-07-07 0:00,12/01/2024
S01167,U000462,Pro,,50,,ACTIVE,2024-01-02,,paypal,,low usage,2024-01-02 0:00,04-01-2024
S03309,U002394,Enterprise,monthly,499,USD,paused,08/06/2024,15-05-2025,CARD,1,missing features,06-08-2024,12/20/2024
S02068,U002350,Starter,,20,,past_due,19-11-2023,0000-00-00,CARD,1,low usage,11/19/2023,24-02-2024
