invoice_id,subscription_id,issue_date,due_date,paid_date,invoice_amount,currency,payment_status,payment_method,tax_applied,created_at
I01181,S03491,,09/08/2023,,131.24,EUR,paid,,,2023-08-09 0:00
I01231,S02004,03/23/2024,04/22/2024,2024-04-10,291.17,,FAILED,CARD,TRUE,2024-03-23 0:00
I00057,S03051,11/06/2023,12/06/2023,,317.89,EUR,PAID,card,,2023-11-06 0:00
I00886,S01193,2023-03-23,04/22/2023,0000-00-00,,USD,failed,card,TRUE,2023-03-23 0:00
I01003,s01620,2024-04-06,2024-05-06 0:00,0000-00-00,380.64,,refunded,card,0,2024-04-06 0:00
I00428,S01480,0000-00-00,2023-10-06,,120.45,EUR,refunded,CARD,0,2023-09-06 0:00
I01657,S02325,2023-06-02,2023-07-02,2023-06-21 0:00,301.12,USD,,,TRUE,2023-06-02 0:00
I00170,S01509,2023-04-21,2023-05-21,2023-05-11,136.77,USD,refunded,CARD,0,2023-04-21 0:00
 I01403,S00508,2024-11-02 0:00,0000-00-00,,,,failed,,0,2024-11-02 0:00
I00196,S00848,2024-08-17,2024-09-16,09/10/2024,357.55,,PAID,paypal,FALSE,2024-08-17 0:00
I00562,S03998,02/15/2023,0000-00-00,,125.27,CAD,failed,,0,2023-02-15 0:00
I00021,S00108,2025-05-03 0:00,2025-06-02,,205.54,usd,FAILED,invoice,FALSE,2025-05-03 0:00
I00830,S00185,0000-00-00,2024-10-29 0:00,,186.66,EUR,PAID,paypal,TRUE,2024-09-29 0:00
I00621,S01263,0000-00-00,07/26/2023,0000-00-00,142.13,GBP,,CARD,,2023-06-26 0:00
I00163,S02527,,2024-02-18,02/09/2024,402.61,CAD,partial,,,2024-01-19 0:00
I01681,S00071,2024-02-29,2024-03-30,,472.69,CAD,PAID,invoice,,2024-02-29 0:00
I00269,S00063,,06/22/2024,,310.84,usd,FAILED,wire,FALSE,2024-05-23 0:00
I01234,S00208,2025-04-02,0000-00-00,,344.26,USD,PAID,,TRUE,2025-04-02 0:00
I01051,S02986,,2024-04-09 0:00,2024-03-13,460.98,CAD,PAID,,1,2024-03-10 0:00
I01291,S02237,2024-05-14,2024-06-13 0:00,2024-05-16,191.27,EUR,,CARD,1,2024-05-14 0:00
I00588,S00661,,12/23/2024,,266.65,GBP,FAILED,wire,TRUE,2024-11-23 0:00
I00122,S02071,2023-06-29 0:00,0000-00-00,,478.65,USD,failed,CARD,,2023-06-29 0:00
I00435,S01896,2023-11-05 0:00,2023-12-05,2023-12-03 0:00,454.77,CAD,,,1,2023-11-05 0:00
I01571,S02440,2023-09-17,2023-10-17,0000-00-00,377.15,usd,refunded,CARD,1,2023-09-17 0:00
I00399,S04463,0000-00-00,2024-02-06,02/08/2024,376.6,,,,,2024-01-07 0:00
I00749,S04326,2024-10-23,2024-11-22 0:00,0000-00-00,147.02,EUR,partial,card,,2024-10-23 0:00
I00723,S04440,2025-03-17,2025-04-16,,,usd,failed,card,,2025-03-17 0:00
I00393,S01567,,,05/01/2025,60.21,USD,paid,,FALSE,2025-04-13 0:00
I01294,S01309,07/27/2024,2024-08-26,2024-08-22 0:00,300.42,,,card,,2024-07-27 0:00
I00403,S03401,0000-00-00,2024-09-06,2024-09-13 0:00,195.04,usd,refunded,wire,,2024-08-07 0:00
I01146,S01422,,2024-12-09,,56,USD,FAILED,wire,,2024-11-09 0:00
I00629,S01189,2025-01-03 0:00,2025-02-02 0:00,,168.49,GBP,refunded,,TRUE,2025-01-03 0:00
I00441,s00919,2024-11-03,2024-12-03,0000-00-00,322.4,GBP,failed,,1,2024-11-03 0:00
I00750,S04238,2023-12-24,01/23/2024,2024-01-13,98.93,,,,FALSE,2023-12-24 0:00
I00537,S02892,2024-05-27 0:00,06/26/2024,2024-06-16,49.9,,refunded,,,2024-05-27 0:00
I00616,S00922,2023-04-07,0000-00-00,2023-04-25,235.28,,,invoice,TRUE,2023-04-07 0:00
I00153,S02639,11/15/2024,2024-12-15 0:00,,326.94,EUR,paid,,1,2024-11-15 0:00
I00407,S03222,2023-09-13 0:00,,2023-10-05,231.36,,failed,card,,2023-09-13 0:00
I01163,S01150,2024-01-19,0000-00-00,,183.19,,paid,paypal,FALSE,2024-01-19 0:00
I00470,S02944,2024-06-08,0000-00-00,,149.72,EUR,failed,card,FALSE,2024-06-08 0:00
I00448, s02307,09/21/2023,0000-00-00,2023-10-20 0:00,414.1,,,,TRUE,2023-09-21 0:00
I00012,s04127,2023-10-23 0:00,0000-00-00,2023-11-03,264.02,,,,FALSE,2023-10-23 0:00
I00765, S00850,03/07/2024,2024-04-06 0:00,2024-03-12,493.93,USD,partial,,0,2024-03-07 0:00
I00222,S03393,2023-04-04,,04/14/2023,357.46,,,paypal,0,2023-04-04 0:00
i00806,S03746,2023-01-19,2023-02-18,2023-01-28,464.02,CAD,FAILED,card,TRUE,2023-01-19 0:00
I00922,S01423,01/30/2025,2025-03-01,02/19/2025,298.26,EUR,FAILED,card,,2025-01-30 0:00
i01288,S02096,2023-06-26 0:00,07/26/2023,,350.24,,PAID,CARD,1,2023-06-26 0:00
I00763,S02194,2024-04-04,2024-05-04,,145.75,usd,paid,CARD,,2024-04-04 0:00
 I01478,s00002,06/02/2024,0000-00-00,2024-07-02 0:00,499.34,,,invoice,1,2024-06-02 0:00
I01521,S01525,2023-09-24,2023-10-24,,301.6,,PAID,CARD,,2023-09-24 0:00
I01478,S02430,06/25/2024,0000-00-00,06/27/2024,308.83,USD,partial,paypal,TRUE,2024-06-25 0:00
I01623,S04202,0000-00-00,0000-00-00,,427.93,usd,failed,invoice,0,2023-07-08 0:00
I00614,S02749,2023-12-11,01/10/2024,0000-00-00,,USD,paid,,1,2023-12-11 0:00
I00151, S01043,12/01/2024,2024-12-31,,291.72,,partial,card,TRUE,2024-12-01 0:00
I01229,s02455,2024-11-14,0000-00-00,2024-11-25,436.26,usd,refunded,,0,2024-11-14 0:00
I01538,S02428,2024-11-14 0:00,0000-00-00,0000-00-00,341.27,usd,,wire,,2024-11-14 0:00
I00923,S00530,12/11/2023,,12/13/2023,495.69,USD,refunded,,0,2023-12-11 0:00
 I00212,S02313,0000-00-00,0000-00-00,,463.03,CAD,,card,1,2023-05-30 0:00
I00667,S00297,2024-10-05,0000-00-00,2024-10-21,270.78,,,paypal,TRUE,2024-10-05 0:00
I01349,S02456,2025-03-16 0:00,2025-04-15,0000-00-00,318.87,GBP,paid,wire,FALSE,2025-03-16 0:00
I00775, S01401,0000-00-00,0000-00-00,,231.87,EUR,partial,,TRUE,2024-11-10 0:00
I00740,S02823,2023-04-16,2023-05-16,2023-05-13,479.48,usd,,,TRUE,2023-04-16 0:00
I01188,S03709,2025-04-02,2025-05-02 0:00,2025-04-10 0:00,441.92,GBP,,card,TRUE,2025-04-02 0:00
I00343,S03859,2025-05-29,06/28/2025,0000-00-00,329.64,usd,,invoice,,2025-05-29 0:00
I01730,S02288,06/07/2025,2025-07-07,,475.07,CAD,failed,,FALSE,2025-06-07 0:00
I01119, S01924,2024-10-16 0:00,2024-11-15 0:00,,189.58,usd,,invoice,FALSE,2024-10-16 0:00
I00532,S03822,0000-00-00,05/18/2025,,210.87,usd,PAID,,FALSE,2025-04-18 0:00
I01279,S02586,2025-01-30,2025-03-01,,473.14,GBP,PAID,paypal,FALSE,2025-01-30 0:00
I00217,S00116,,01/15/2024,2024-01-13,56.82,USD,,,TRUE,2023-12-16 0:00
I00991, S01943,0000-00-00,2023-10-30 0:00,0000-00-00,39.35,CAD,PAID,CARD,FALSE,2023-09-30 0:00
I00947,S01034,06/01/2025,2025-07-01,2025-06-06 0:00,232.05,EUR,paid,,,2025-06-01 0:00
I01479,s04074,2023-12-20,0000-00-00,2023-12-31,340.61,EUR,paid,wire,TRUE,2023-12-20 0:00
I00314,S01209,2023-10-25,2023-11-24 0:00,,454.8,,,invoice,1,2023-10-25 0:00
I00731,S02327,12/07/2024,2025-01-06 0:00,,265.85,,PAID,wire,TRUE,2024-12-07 0:00
I01320,S00626,0000-00-00,07/07/2024,0000-00-00,358.24,GBP,PAID,invoice,FALSE,2024-06-07 0:00
I00691,S00170,2024-08-12,0000-00-00,08/15/2024,204.96,usd,,card,TRUE,2024-08-12 0:00
I00478,S01789,2024-10-03 0:00,0000-00-00,,430.73,EUR,FAILED,wire,TRUE,2024-10-03 0:00
I00798,S00036,,0000-00-00,0000-00-00,151.08,usd,,wire,,2023-08-02 0:00
I01518,s02872,,2024-05-07,,320.17,GBP,FAILED,card,1,2024-04-07 0:00
I01251,S02522,06/26/2024,07/26/2024,2024-07-24,274.49,GBP,refunded,card,,2024-06-26 0:00
I00051, S04227,2023-04-26,2023-05-26,,118.95,usd,PAID,card,FALSE,2023-04-26 0:00
I00234,SUB-03234,0000-00-00,2025-07-02,0000-00-00,83.56,,refunded,,FALSE,2025-06-02 0:00
I01596,S04038,2025-02-27 0:00,0000-00-00,2025-03-26,N/A,EUR,failed,,,2025-02-27 0:00
I00306, S02777,01/30/2025,0000-00-00,2025-02-06,306.1,,,,FALSE,2025-01-30 0:00
I00130,S00452,2023-05-08,0000-00-00,2023-05-21,315.67,,refunded,card,,2023-05-08 0:00
I01468,S01194,2023-05-07,06/06/2023,2023-05-14,360.55,EUR,,paypal,TRUE,2023-05-07 0:00
I00208,S03942,2023-03-30,,2023-04-29,412.7,usd,,CARD,FALSE,2023-03-30 0:00
I00014,S01465,2023-08-20,2023-09-19,,164.28,EUR,PAID,card,TRUE,2023-08-20 0:00
I01163,S01639,02/06/2024,2024-03-07 0:00,2024-02-27,308.25,EUR,,paypal,,2024-02-06 0:00
 I01064,S00843,2024-04-11,05/11/2024,,,USD,paid,wire,FALSE,2024-04-11 0:00
I01005,s02478,0000-00-00,2025-01-03,,65.95,,PAID,invoice,,2024-12-04 0:00
I01739,S01435,2023-01-08,2023-02-07,2023-01-15,11.02,,failed,,FALSE,2023-01-08 0:00
I00343,S02869,05/18/2025,0000-00-00,06/05/2025,312.2,,,CARD,TRUE,2025-05-18 0:00
I00007,S00533,06/06/2025,07/06/2025,,478.24,usd,,,,2025-06-06 0:00
I01593, SUB-02970,0000-00-00,2024-09-06,0000-00-00,65.76,,PAID,CARD,,2024-08-07 0:00
I00739,S00472,0000-00-00,0000-00-00,2024-05-27 0:00,459.86,EUR,,card,TRUE,2024-05-09 0:00
I01537,S02704,2023-06-08 0:00,2023-07-08 0:00,0000-00-00,303.08,EUR,refunded,,TRUE,2023-06-08 0:00
I01628,S02871,0000-00-00,2023-06-04 0:00,2023-06-07,477.74,EUR,PAID,wire,TRUE,2023-05-05 0:00
I00335,s03324,2025-02-25 0:00,0000-00-00,2025-03-02,254.42,USD,paid,,TRUE,2025-02-25 0:00
I00241,S00810,2023-04-12,,0000-00-00,341.6,EUR,PAID,invoice,TRUE,2023-04-12 0:00
I01607,S02304,,,,436.32,CAD,FAILED,,1,2024-04-03 0:00
I00520,S04114,0000-00-00,2023-09-22 0:00,09/25/2023,405.2,EUR,,,,2023-08-23 0:00
I01405,S02124,09/02/2024,2024-10-02 0:00,,223.25,usd,PAID,,,2024-09-02 0:00
I01140,s03861,08/14/2024,09/13/2024,,N/A,,,CARD,,2024-08-14 0:00
I01186,S02248,,10/10/2024,0000-00-00,416.53,,partial,card,,2024-09-10 0:00
I01072,S00143,2023-05-27,0000-00-00,,192.01,usd,refunded,paypal,,2023-05-27 0:00
I01306,S00098,2024-05-01,2024-05-31 0:00,2024-05-10 0:00,157.06,,,card,TRUE,2024-05-01 0:00
I01784, S01984,0000-00-00,0000-00-00,,408.14,usd,FAILED,CARD,TRUE,2024-06-05 0:00
I01496,S00513,,,,,USD,partial,wire,,2023-09-01 0:00
I00141,S01339,0000-00-00,04/24/2024,,343.78,GBP,,card,0,2024-03-25 0:00
I01019,S01725,,2025-01-07,2024-12-26,251.13,EUR,,wire,,2024-12-08 0:00
I00184,S02142,0000-00-00,0000-00-00,2023-06-04 0:00,,,FAILED,wire,1,2023-05-21 0:00
I01303,S03402,0000-00-00,0000-00-00,2024-12-16 0:00,402.43,,failed,card,TRUE,2024-12-15 0:00
I00763,S01683,08/06/2024,2024-09-05,2024-09-14 0:00,111.65,,PAID,invoice,TRUE,2024-08-06 0:00
I00935,SUB-02894,12/27/2024,0000-00-00,01/13/2025,464.26,USD,PAID,,TRUE,2024-12-27 0:00
I01181,S01255,2023-06-07,,,429.83,CAD,partial,,,2023-06-07 0:00
I00476,S02094,2024-10-16,2024-11-15 0:00,,480.7,GBP,paid,invoice,FALSE,2024-10-16 0:00
I00671,S04096,2024-08-24,2024-09-23 0:00,2024-09-06,202.26,GBP,refunded,CARD,1,2024-08-24 0:00
I01031,S02300,2024-03-09,2024-04-08 0:00,0000-00-00,139.81,GBP,failed,paypal,TRUE,2024-03-09 0:00
I00893,S00187,02/06/2023,0000-00-00,0000-00-00,,GBP,PAID,paypal,TRUE,2023-02-06 0:00
I01553,SUB-01278,2023-06-29,07/29/2023,,245.43,CAD,refunded,,1,2023-06-29 0:00
I01201,S00782,,0000-00-00,2024-02-02,265.94,USD,refunded,wire,1,2024-01-01 0:00
I00857,S02203,07/31/2024,2024-08-30 0:00,,125.3,USD,,wire,,2024-07-31 0:00
I01612,S01847,02/05/2023,2023-03-07,,496.66,,,,FALSE,2023-02-05 0:00
I00296,S03527,03/02/2023,2023-04-01,0000-00-00,53.66,USD,refunded,,TRUE,2023-03-02 0:00
I00180,S03838,0000-00-00,2025-07-19 0:00,,480.56,usd,FAILED,,FALSE,2025-06-19 0:00
I00633,S00861,0000-00-00,2023-08-12,2023-08-05 0:00,321.66,CAD,FAILED,CARD,,2023-07-13 0:00
I00669,S04062,0000-00-00,0000-00-00,03/18/2025,198.5,,,,,2025-03-14 0:00
I00961,S04395,0000-00-00,2023-08-22,,251.85,usd,PAID,card,0,2023-07-23 0:00
I01313, S03476,0000-00-00,0000-00-00,0000-00-00,495.24,,failed,CARD,TRUE,2025-02-17 0:00
I00093,S01641,0000-00-00,04/18/2024,2024-03-31,488.83,EUR,refunded,wire,0,2024-03-19 0:00
I00740,S00087,2024-11-12 0:00,12/12/2024,12/04/2024,37.56,,refunded,paypal,0,2024-11-12 0:00
I00897,S03523,0000-00-00,0000-00-00,,369.32,USD,failed,wire,FALSE,2023-05-08 0:00
I00083,s00634,2025-03-09,2025-04-08,2025-04-14,93.13,CAD,PAID,card,,2025-03-09 0:00
I00731,S00899,2025-05-17,2025-06-16,0000-00-00,120.96,CAD,paid,CARD,FALSE,2025-05-17 0:00
I00364,S03486,0000-00-00,0000-00-00,2025-04-03,397.49,usd,refunded,,FALSE,2025-03-21 0:00
I01459,S02319,2023-12-09,2024-01-08,2024-01-09,347.01,,FAILED,invoice,FALSE,2023-12-09 0:00
I00698, S04143,2023-07-01,,,418.33,USD,,invoice,,2023-07-01 0:00
I01242,s03369,0000-00-00,2023-03-11,,452.24,,PAID,,,2023-02-09 0:00
I00736,S03047,0000-00-00,2023-11-09,,296.26,CAD,PAID,paypal,FALSE,2023-10-10 0:00
I01267,S01189,0000-00-00,2023-12-18 0:00,0000-00-00,299.88,,,card,TRUE,2023-11-18 0:00
I00371,S04171,0000-00-00,0000-00-00,,66.62,usd,FAILED,paypal,FALSE,2025-05-30 0:00
I00568,S00716,12/28/2023,2024-01-27 0:00,2024-01-18,356.38,CAD,FAILED,,FALSE,2023-12-28 0:00
I00615,S00396,2024-08-10 0:00,0000-00-00,,327.1,usd,paid,,,2024-08-10 0:00
I01752,S00634,,0000-00-00,0000-00-00,,CAD,FAILED,card,TRUE,2025-02-21 0:00
I00572,S03508,2023-11-20,2023-12-20,12/03/2023,430.42,EUR,refunded,,,2023-11-20 0:00
I01120,S04108,2025-01-18,2025-02-17 0:00,,225.91,usd,,card,0,2025-01-18 0:00
I00761,S02675,2024-10-03,2024-11-02 0:00,10/20/2024,65.71,EUR,PAID,card,FALSE,2024-10-03 0:00
I00982,S00284,0000-00-00,0000-00-00,,202.02,usd,,wire,0,2024-10-04 0:00
i01226,S04132,2023-08-30 0:00,2023-09-29 0:00,2023-09-01,474.12,usd,failed,CARD,TRUE,2023-08-30 0:00
I01082,S03941,0000-00-00,0000-00-00,,281.58,,partial,,,2025-01-04 0:00
I01264,S03623,2023-11-03 0:00,12/03/2023,,82.2,usd,failed,,,2023-11-03 0:00
I00787,S00593,2023-08-28,09/27/2023,09/01/2023,306.88,USD,,card,1,2023-08-28 0:00
I01237,S01030,0000-00-00,0000-00-00,09/30/2024,191.24,EUR,,invoice,TRUE,2024-09-27 0:00
I00795,S01788,2023-10-06 0:00,2023-11-05,2023-11-06,155.23,EUR,PAID,card,FALSE,2023-10-06 0:00
I01410,S02579,0000-00-00,2024-10-09 0:00,09/27/2024,412.22,EUR,,wire,1,2024-09-09 0:00
I01705,S02120,2024-11-14,2024-12-14,,424.74,,,,TRUE,2024-11-14 0:00
I00855,S02923,05/05/2025,2025-06-04 0:00,0000-00-00,299.18,USD,paid,card,FALSE,2025-05-05 0:00
I00018,S01451,,0000-00-00,2024-05-10,N/A,,PAID,paypal,TRUE,2024-03-31 0:00
I00881,SUB-03583,2025-05-05 0:00,2025-06-04 0:00,0000-00-00,381.13,CAD,,wire,,2025-05-05 0:00
I01779,S00031,,,0000-00-00,172.49,,paid,wire,,2024-12-05 0:00
I01096,S01959,2023-12-01 0:00,0000-00-00,,370.88,,partial,CARD,TRUE,2023-12-01 0:00
I01684,S00268,2023-12-14,2024-01-13,0000-00-00,347.19,usd,refunded,CARD,0,2023-12-14 0:00
I01596,SUB-01788,01/15/2023,2023-02-14,2023-02-18,24.07,usd,FAILED,wire,FALSE,2023-01-15 0:00
I00964,S01969,2025-04-10 0:00,0000-00-00,,245.62,,paid,paypal,FALSE,2025-04-10 0:00
I00306, S01133,0000-00-00,2024-03-10 0:00,0000-00-00,25.17,,refunded,,,2024-02-09 0:00
I00278,S00868,2024-01-01 0:00,2024-01-31,2024-02-02,341.98,,PAID,paypal,,2024-01-01 0:00
I00742,S00875,02/11/2024,2024-03-12,2024-03-16 0:00,95.69,,FAILED,paypal,1,2024-02-11 0:00
I01500,S00635,2023-04-09 0:00,0000-00-00,,N/A,,FAILED,paypal,FALSE,2023-04-09 0:00
I01751,S02791,0000-00-00,04/13/2025,04/02/2025,146.16,,,wire,TRUE,2025-03-14 0:00
 I00542,S02890,05/12/2024,,,163.69,EUR,failed,wire,,2024-05-12 0:00
i01266,S00457,0000-00-00,0000-00-00,,365.2,CAD,PAID,,1,2023-02-02 0:00
I01169,S01775,2025-06-18 0:00,0000-00-00,2025-06-28,78.76,usd,partial,CARD,,2025-06-18 0:00
I00068,s00511,0000-00-00,0000-00-00,2025-02-11,298.73,usd,,paypal,TRUE,2025-01-15 0:00
I00527,S02928,,2024-09-09 0:00,,N/A,GBP,partial,,TRUE,2024-08-10 0:00
I00299,S02537,2025-02-07,2025-03-09,2025-03-05,424.72,,FAILED,CARD,,2025-02-07 0:00
I00702,S04100,08/12/2024,09/11/2024,,131.43,GBP,,card,,2024-08-12 0:00
I01060,S00221,,2025-06-20,,109.44,usd,,,FALSE,2025-05-21 0:00
I00589,s00513,0000-00-00,0000-00-00,2024-06-30,205.2,,partial,CARD,FALSE,2024-06-26 0:00
I01294,S01464,0000-00-00,0000-00-00,0000-00-00,488.98,usd,,paypal,,2024-02-08 0:00
I01185,s01311,04/16/2024,05/16/2024,,363.47,usd,PAID,CARD,0,2024-04-16 0:00
 I01747,S03705,06/13/2024,2024-07-13,2024-06-18,56.24,usd,paid,invoice,,2024-06-13 0:00
I01226,S03011,0000-00-00,0000-00-00,2023-10-28,485.91,,PAID,,1,2023-10-14 0:00
I00965,S01034,2023-08-23 0:00,09/22/2023,2023-09-15,227.91,usd,paid,card,TRUE,2023-08-23 0:00
i00874, S03962,,09/12/2024,0000-00-00,443.49,USD,paid,card,TRUE,2024-08-13 0:00
I01051,S01886,2024-11-21,,0000-00-00,376.99,usd,FAILED,CARD,FALSE,2024-11-21 0:00
I00840,S03207,2025-05-22,,05/28/2025,381.4,,,wire,FALSE,2025-05-22 0:00
I01358,S03768,0000-00-00,,12/26/2024,69.39,GBP,failed,,,2024-11-20 0:00
I01447,S03170,2023-01-02,2023-02-01 0:00,,,,partial,card,0,2023-01-02 0:00
I01524,S02745,0000-00-00,2024-03-13 0:00,,193.94,GBP,FAILED,wire,TRUE,2024-02-12 0:00
