ticket_id,user_id,category,priority,status,support_channel,sentiment,assigned_agent,created_date,resolved_date,resolution_time_hours,created_at
T01105,U002416,Other,Low,OPEN,In-App,NEGATIVE,S.Khan,12/21/2024,,unknown,2024-12-21 0:00
T00807,U000582,Other,,pending,,,R.Patel,08/09/2023,2023-08-31,,2023-08-09 0:00
T01073,U001316,Bug,,OPEN,In-App,NEGATIVE,R.Patel,0000-00-00,2025-06-23,,2025-06-08 0:00
T00456,U001511,Billing,Low,open,,NEGATIVE,M.Chen,2025-05-21 0:00,,,2025-05-21 0:00
T01035,U002463,Onboarding,High,resolved,Chat,negative,S.Khan,,2023-11-03,,2023-10-27 0:00
 T01014,u002407,Feature Request,Low,open,In-App,NEGATIVE,R.Patel,2024-11-29 0:00,2024-12-01,unknown,2024-11-29 0:00
T01336,U000061,Onboarding,,pending,email,neutral,A.Smith,,2025-01-16 0:00,,2025-01-11 0:00
T00515,U000712,Integration,low,closed,email,positive,,0000-00-00,07/27/2023,,2023-07-15 0:00
T00847,U000765,Other,Medium,OPEN,Phone,positive,S.Khan,05/12/2024,0000-00-00,175,2024-05-12 0:00
T00911,U000007,Performance,Medium,resolved,email,,A.Smith,2024-07-02,,53,2024-07-02 0:00
T00183,U001199,Billing,,RESOLVED,Phone,NEGATIVE,J.Doe,2023-01-02,01/02/2023,unknown,2023-01-02 0:00
T00330,U001501,Feature Request,Low,RESOLVED,,,,2023-08-17 0:00,08/26/2023,,2023-08-17 0:00
T01460,U001245,Performance,Low,RESOLVED,,,R.Patel,2025-01-01,0000-00-00,134,2025-01-01 0:00
T00618,U000242,Performance,Medium,open,Chat,,S.Khan,0000-00-00,,181,2023-12-22 0:00
T01393,u000013,Performance,,RESOLVED,Email,,R.Patel,,2023-08-05,,2023-07-24 0:00
T01330,U000725,Other,,OPEN,Email,positive,S.Khan,05/26/2025,06/08/2025,,2025-05-26 0:00
T00388,U000372,Other,Low,pending,Chat,neutral,R.Patel,2024-06-30 0:00,,217,2024-06-30 0:00
T00859,U001793,Onboarding,Urgent,resolved,,,A.Smith,0000-00-00,,174,2025-03-31 0:00
T01092,U000667,Other,low,pending,,neutral,R.Patel,0000-00-00,2023-04-23,unknown,2023-04-12 0:00
T00646,U000357,Bug,Urgent,pending,Chat,positive,,2024-11-17,12/04/2024,,2024-11-17 0:00
T01372,U002376,Bug,,resolved,Phone,positive,,0000-00-00,11/30/2024,,2024-11-05 0:00
T01044,U002369,Onboarding,Low,resolved,Phone,positive,S.Khan,0000-00-00,,220,2024-01-26 0:00
T00768,U001578,Onboarding,Medium,RESOLVED,,negative,A.Smith,2023-12-19 0:00,01/01/2024,,2023-12-19 0:00
T00728,U000930,Other,Urgent,OPEN,Phone,,M.Chen,0000-00-00,12/14/2023,226,2023-12-12 0:00
T01376,U001373,Feature Request,Low,resolved,email,NEGATIVE,A.Smith,2024-07-13 0:00,07/26/2024,,2024-07-13 0:00
T00217,U001476,Onboarding,,OPEN,Email,negative,J.Doe,2023-01-17,02/11/2023,236,2023-01-17 0:00
T00647,U000491,Integration,,closed,In-App,neutral,S.Khan,2024-02-24 0:00,2024-03-17 0:00,,2024-02-24 0:00
T01353,U002589,Onboarding,High,RESOLVED,,negative,,2023-12-01,,unknown,2023-12-01 0:00
T00044,U001840,Billing,,pending,In-App,,M.Chen,2023-02-22,0000-00-00,unknown,2023-02-22 0:00
T00330,U001869,Onboarding,Low,closed,,,,02/13/2025,2025-02-15,51,2025-02-13 0:00
T01266,U002589,Billing,High,closed,,,,0000-00-00,2023-12-14,unknown,2023-11-18 0:00
T00056,USR-002228,Bug,Urgent,pending,Email,,S.Khan,2023-11-03,0000-00-00,unknown,2023-11-03 0:00
T00661,U002104,Performance,,open,Email,positive,,01/20/2024,,217,2024-01-20 0:00
T00992,U000764,Feature Request,,resolved,,,,2025-04-27,2025-05-16,unknown,2025-04-27 0:00
t01199,U000007,Billing,Low,RESOLVED,Chat,positive,R.Patel,0000-00-00,,10,2023-07-20 0:00
T00604,U001888,Account,Low,RESOLVED,Chat,positive,,01/03/2023,,,2023-01-03 0:00
T00185,U002576,Feature Request,High,resolved,,negative,R.Patel,2024-08-11,,unknown,2024-08-11 0:00
T00069,U000780,Performance,,RESOLVED,Chat,,M.Chen,2023-12-14,,,2023-12-14 0:00
T00312,U001052,Billing,High,RESOLVED,,,J.Doe,01/02/2025,02/01/2025,unknown,2025-01-02 0:00
T00939,u002430,Billing,,resolved,Chat,NEGATIVE,J.Doe,2024-04-14 0:00,,60,2024-04-14 0:00
T00813,U000354,Performance,Medium,open,Chat,neutral,A.Smith,03/02/2023,,,2023-03-02 0:00
T01244,U000620,Billing,High,OPEN,email,,M.Chen,,04/02/2023,,2023-03-28 0:00
T00463,U002579,Other,,RESOLVED,,NEGATIVE,,,2025-02-02,,2025-01-11 0:00
T00059,U001938,Billing,Medium,RESOLVED,Chat,,A.Smith,0000-00-00,,,2025-04-14 0:00
T00969,U000864,Onboarding,High,open,,neutral,J.Doe,2025-02-01,2025-03-01,19,2025-02-01 0:00
T00149,U002474,Onboarding,low,closed,Phone,positive,S.Khan,2024-10-03 0:00,10/04/2024,,2024-10-03 0:00
T00409,U001579,Billing,Medium,open,Chat,NEGATIVE,R.Patel,04/25/2025,,,2025-04-25 0:00
T00775,u001593,Bug,,resolved,Email,,,2024-03-06,2024-03-12,,2024-03-06 0:00
T00707,U002346,Billing,low,closed,,neutral,,2024-06-04,,unknown,2024-06-04 0:00
T01113,U001131,Feature Request,Low,RESOLVED,In-App,NEGATIVE,R.Patel,2023-04-30 0:00,,unknown,2023-04-30 0:00
T00731,U002195,Performance,Medium,open,In-App,neutral,A.Smith,,2023-06-04,unknown,2023-05-31 0:00
T01126, U002165 ,Integration,low,pending,Phone,neutral,R.Patel,05/22/2023,05/26/2023,unknown,2023-05-22 0:00
T01295,U002080,Bug,,OPEN,,negative,A.Smith,0000-00-00,08/11/2024,82,2024-07-22 0:00
T00635,U000877,Feature Request,Urgent,RESOLVED,In-App,,M.Chen,01/09/2025,2025-01-26,,2025-01-09 0:00
T00866,U001905,Other,Low,pending,,neutral,J.Doe,08/15/2023,,,2023-08-15 0:00
T01497,U001387,Integration,High,RESOLVED,Email,negative,J.Doe,2024-09-07,,9,2024-09-07 0:00
t01332,U001344,Bug,Urgent,open,Chat,,A.Smith,08/01/2023,2023-08-09 0:00,,2023-08-01 0:00
T01120,u001288,Performance,Low,open,,,,2024-09-03 0:00,09/10/2024,153,2024-09-03 0:00
T00832,U001869,Performance,low,open,Email,NEGATIVE,J.Doe,0000-00-00,2024-07-20 0:00,215,2024-06-20 0:00
T00078,u000368,Bug,Low,RESOLVED,Chat,positive,A.Smith,07/02/2023,,,2023-07-02 0:00
T01085,U000321,Performance,,OPEN,,,R.Patel,2024-12-09,2025-01-01 0:00,,2024-12-09 0:00
T01186,USR-000453,Performance,low,OPEN,Email,positive,R.Patel,2025-06-15 0:00,,,2025-06-15 0:00
T00782,U001540,Integration,low,open,,positive,J.Doe,0000-00-00,2024-10-14,,2024-10-09 0:00
T00058,U001542,Bug,High,closed,In-App,positive,A.Smith,2023-10-22,2023-11-13,,2023-10-22 0:00
T00583,U002140,Integration,Medium,pending,,neutral,J.Doe,0000-00-00,0000-00-00,,2024-02-22 0:00
T00671,U000969,Performance,High,closed,Chat,,,,2023-07-31,,2023-07-07 0:00
T01383,u002491,Billing,High,open,Email,,R.Patel,05/22/2025,2025-05-24,177,2025-05-22 0:00
T00358,USR-001243,Integration,High,RESOLVED,In-App,negative,,0000-00-00,,133,2023-02-02 0:00
T01165,U002004,Other,Low,closed,email,NEGATIVE,S.Khan,2024-02-25 0:00,,152,2024-02-25 0:00
T01033,U000272,Integration,,OPEN,Phone,neutral,,2023-12-05,2023-12-18,,2023-12-05 0:00
T00960,U001450,Integration,Urgent,RESOLVED,email,NEGATIVE,M.Chen,2024-02-28,2024-03-12 0:00,,2024-02-28 0:00
T00981,U002149,Onboarding,low,open,Email,,M.Chen,2023-02-26 0:00,0000-00-00,,2023-02-26 0:00
T00334,U000536,Onboarding,Urgent,pending,email,NEGATIVE,,0000-00-00,,,2024-11-16 0:00
T01157,U001604,Billing,,RESOLVED,,NEGATIVE,S.Khan,2024-08-15,0000-00-00,,2024-08-15 0:00
T00235,U000506,Billing,High,open,Phone,,,2023-08-03 0:00,2023-08-30 0:00,unknown,2023-08-03 0:00
T00781,U001037,Other,High,RESOLVED,,neutral,S.Khan,2025-05-07 0:00,2025-06-05,126,2025-05-07 0:00
T00076,U000068,Onboarding,low,closed,,positive,J.Doe,2023-11-04,2023-11-14 0:00,,2023-11-04 0:00
T00727,U001341,Performance,Medium,closed,Chat,positive,A.Smith,2025-04-17,,234,2025-04-17 0:00
T00867,U000815,Performance,Low,pending,Chat,NEGATIVE,,0000-00-00,02/24/2024,unknown,2024-02-15 0:00
T00432,U000544,Bug,Urgent,OPEN,,neutral,R.Patel,0000-00-00,08/07/2024,,2024-07-26 0:00
T01301,U000533,Onboarding,,open,email,NEGATIVE,R.Patel,09/27/2023,,107,2023-09-27 0:00
T00618,U002138,Account,High,RESOLVED,Chat,negative,M.Chen,2024-01-12 0:00,0000-00-00,,2024-01-12 0:00
T01057,U001615,Billing,Urgent,resolved,Chat,,A.Smith,,,,2025-01-17 0:00
T00807,U000360,Onboarding,Low,RESOLVED,email,neutral,M.Chen,2025-02-06 0:00,,,2025-02-06 0:00
T00038,U000095,Bug,High,RESOLVED,Phone,NEGATIVE,,08/07/2024,,20,2024-08-07 0:00
T01130,U001235,Other,low,open,In-App,negative,R.Patel,05/20/2025,,,2025-05-20 0:00
T00345,U000267,Onboarding,,open,Email,,,0000-00-00,2024-07-09,105,2024-07-04 0:00
T00178,U000440,Performance,Urgent,RESOLVED,,positive,,0000-00-00,,,2025-04-07 0:00
T00661,U002577,Feature Request,Urgent,open,,positive,,08/20/2024,2024-08-22,,2024-08-20 0:00
T00414,U002225,Integration,Urgent,open,Email,,A.Smith,,0000-00-00,,2025-06-08 0:00
T00416,U001719,Other,Urgent,closed,,neutral,R.Patel,2023-03-13,0000-00-00,unknown,2023-03-13 0:00
T01111,U000666,Onboarding,Low,open,Email,neutral,A.Smith,11/04/2024,11/08/2024,,2024-11-04 0:00
T00673,U000131,Integration,low,open,,NEGATIVE,R.Patel,0000-00-00,0000-00-00,,2023-08-22 0:00
T01091,U000870,Account,Urgent,pending,,neutral,S.Khan,2023-11-05 0:00,,,2023-11-05 0:00
T01371,U000910,Account,low,RESOLVED,email,NEGATIVE,R.Patel,2024-04-08,,unknown,2024-04-08 0:00
T00544,U000257,Onboarding,,closed,,NEGATIVE,,2024-05-14 0:00,06/11/2024,,2024-05-14 0:00
T01051,U002419,Onboarding,High,closed,,neutral,,2023-01-15,2023-02-11 0:00,,2023-01-15 0:00
T01448,U002164,Integration,High,pending,,,S.Khan,2024-11-07,0000-00-00,199,2024-11-07 0:00
T00736,USR-001232,Integration,Low,RESOLVED,In-App,negative,S.Khan,,,unknown,2023-02-10 0:00
T01265,u002203,Account,,resolved,In-App,,,,,,2025-01-02 0:00
T00792,U000083,Onboarding,Medium,RESOLVED,email,negative,,2023-07-09,,,2023-07-09 0:00
T01246,U001027,Bug,Low,open,email,NEGATIVE,S.Khan,09/05/2023,,92,2023-09-05 0:00
T01190,usr-000771,Performance,low,resolved,Email,,A.Smith,10/16/2024,2024-10-23 0:00,145,2024-10-16 0:00
T00250,U000431,Bug,High,pending,In-App,,J.Doe,0000-00-00,0000-00-00,unknown,2025-02-16 0:00
T00011,U002337,Integration,Low,OPEN,Chat,neutral,A.Smith,06/20/2024,2024-07-14,124,2024-06-20 0:00
T00052,U000463,Feature Request,Medium,resolved,Phone,positive,S.Khan,10/31/2023,0000-00-00,115,2023-10-31 0:00
T01217,U001995,Onboarding,Medium,resolved,Chat,NEGATIVE,M.Chen,2023-09-11,,,2023-09-11 0:00
 T00365,U002058,Billing,High,resolved,In-App,,S.Khan,2023-10-08 0:00,,175,2023-10-08 0:00
T01193,U001294,Onboarding,low,OPEN,,,S.Khan,0000-00-00,,unknown,2023-12-22 0:00
T00031,U000056,Account,Low,open,Email,NEGATIVE,J.Doe,05/19/2023,0000-00-00,,2023-05-19 0:00
T01153,U000496,Integration,High,closed,email,NEGATIVE,J.Doe,0000-00-00,2024-08-10,,2024-07-21 0:00
T00430,U000584,Onboarding,High,OPEN,Chat,,R.Patel,2024-12-04,,,2024-12-04 0:00
T00730,U000870,Other,low,RESOLVED,,,S.Khan,2025-02-08,,188,2025-02-08 0:00
